# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "--countReadPairs" "-s" "0" "-t" "exon" "-g" "gene_id" "-a" "/proj/uppmax2026-1-61/nobackup/work/tede0387/8_Structural-Annotation/braker3/braker3_output/braker.gtf" "-o" "/proj/uppmax2026-1-61/nobackup/work/tede0387/10_Gene-Quantification/counts.txt" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_1.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_2.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_3.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_1.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_2.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_1.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_2.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_3.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_1.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_2.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_3.sorted.bam
g107	contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon	38162;38341;38489;38791;39026	38233;38382;38659;38877;39061	+;+;+;+;+	408	328	545	539	649	524	952
g108	contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon	42812;43044;43253;43445;43635;44908;45346;46170;46858;47161;47867;48254;48766;49453;49936	42895;43103;43302;43505;44723;45138;45459;46556;46963;47605;48128;48533;49275;49537;50608	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4437	806	632	586	649	238	860
g109	contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon	60905;61564;61795;62125;62466;62737;63037;63641	61357;61633;61843;62235;62618;62818;63189;64213	-;-;-;-;-;-;-;-	1644	248	957	873	93	54	206
g110	contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon	77566;77566;78036;78658;78658;78913;78913;79277;79277;79808;79808;80314;80314;80679;80679;81138;81138;81490;81490;81814;81814;82200;82200;82592;82592;82839;82839;83058;83058;83361;83361;83643;83643;83913;83913;84254;84254;84660;84660;84981;84981;85500;85500;86098;86098;86357;86357;87613;87613;88463;88463	78559;77867;78559;78765;78765;79094;79094;79384;79384;79939;79939;80428;80428;80908;80908;81230;81230;81583;81583;81891;81891;82270;82270;82687;82687;82916;82916;83126;83126;83428;83428;83720;83720;84012;84012;84313;84313;84742;84742;85046;85046;85549;85549;86182;86182;86456;86456;87693;87693;88513;88513	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3270	1597	2607	2330	2459	1319	1803
g111	contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon	96166;96166;97155;97155	96606;96606;97220;97241	-;-;-;-	528	103	218	144	63	31	156
g112	contig_119_pilon	97409	97744	-	336	70	141	110	53	33	97
g113	contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon	98839;99050;99076;99454;99454;99484;99793;99793;99793;100149;100149;100149;100605;100605;100605;101286;101286;101286	98855;99187;99187;99658;99658;99658;99914;99914;99914;100394;100394;100394;100838;100838;100838;101543;101543;101543	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1220	461	437	342	209	181	359
g114	contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon	104790;104934;105618;105618	105318;105318;105772;105772	+;+;+;+	684	81	48	71	326	405	328
g115	contig_119_pilon	104891	105325	+	435	5	0	0	3	5	1
g116	contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon	105956;107008;107520;107887;108304;108619	105988;107080;107613;108000;108361;109128	+;+;+;+;+;+	882	335	238	240	1230	1392	911
g117	contig_119_pilon;contig_119_pilon;contig_119_pilon	112701;113386;113737	112742;113583;114939	-;-;-	1443	1283	720	835	3458	3640	2583
g118	contig_119_pilon	115531	115776	+	246	0	1	0	0	3	2
g119	contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon	146178;146898;147467;148258	146471;147190;147875;148479	-;-;-;-	1218	826	599	465	248	112	593
g120	contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon	151479;151479;151479;151904;151904;151904;152455;152455;152455;152989;152992;152992;153425;153425;153425;153863;153863;153863;154668;154668;154668;155055;155055;155058	151764;151764;151764;152171;152171;152171;152603;152603;152603;153302;153302;153302;153692;153692;153692;154330;154330;154330;154802;154802;154802;155104;155104;155104	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1938	50	85	55	23	6	64
g121	contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon	165717;165717;165717;165717;166249;166249;166249;166249;166495;166495;166495;166495;167009;167009;167009;167009;167377;167377;167377;167377;167665;167665;167665;167665;167880;167880;167880;167880;168176;168176;168176;168176;168596;168596;168596;168596;168817;168817;168817;169213;169213;169213;169623;169623;169623;170062;170062;170062;170629;170629	166013;166013;166013;166013;166337;166337;166337;166337;166600;166600;166600;166600;167137;167137;167137;167137;167461;167461;167461;167461;167774;167774;167774;167774;168080;168080;168080;168080;168466;168466;168466;168466;168690;168690;168690;168690;168913;168900;168900;169338;169338;169338;169785;169785;169785;170220;170088;170220;170631;170631	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1951	0	3	1	0	0	0
g122	contig_119_pilon;contig_119_pilon	177242;177886	177749;178301	+;+	924	174	205	171	121	41	181
g123	contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon	182467;183093;183302;183786;184422;184717;185396	182617;183192;183419;183931;184530;184782;185914	+;+;+;+;+;+;+	1209	44	52	30	137	53	91
g124	contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon	214385;215736;215806;217009;217009;217380;217380	214737;216064;216064;217217;217217;217958;217958	+;+;+;+;+;+;+	1470	415	745	1153	1078	736	720
g125	contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon	220436;221195;221506;221820;222179;222392;222734;223065	220932;221261;221580;221871;222264;222466;222828;223191	+;+;+;+;+;+;+;+	1074	497	602	600	1007	874	885
g126	contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon;contig_119_pilon	224426;224952;225233;225502;226059;226467;226887;227105;227353;227936;228299;228827;229200;229494;229760;230017;230634	224807;225048;225281;225597;226305;226554;226978;227213;227452;228076;228463;229000;229328;229609;229907;230080;231355	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2919	1195	1765	1443	1757	819	1752
g127	contig_11_pilon	2013	3359	-	1347	0	0	0	0	0	0
g128	contig_11_pilon	13955	14371	+	417	0	0	0	0	0	0
g129	contig_120_pilon	2	138	+	137	0	0	0	0	0	0
g130	contig_120_pilon	2428	2823	+	396	0	0	0	0	0	0
g131	contig_120_pilon	3059	3364	-	306	0	0	0	0	0	0
g132	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	19590;19916;20273;20641;20937;21207;21380;21668;21906;22329;22603;22880;23180;23652;24542;24857;25741;26076;26474;26862	19683;20060;20344;20712;21080;21281;21451;21739;21974;22394;22674;22969;23260;24151;24691;25158;25792;26320;26608;27254	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2901	1395	6918	7971	1718	1085	1448
g133	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	32111;32918;33184;33703;33936;34502;34787;35153;35483;35943;36344;37000;37546;37980;38333;38729;39078;39314;39520;39877;40305	32138;33024;33471;33800;34098;34612;35021;35388;35758;36204;36837;37152;37645;38074;38530;38785;39149;39412;39651;40050;40466	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3540	937	538	482	326	454	504
g134	contig_120_pilon;contig_120_pilon;contig_120_pilon	46153;46704;47173	46587;46806;47369	-;-;-	735	8800	12232	14392	5792	4523	6931
g135	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	55649;56950;57393;57766;58175;58705	55945;57160;57622;57897;58297;58860	+;+;+;+;+;+	1149	512	259	236	222	91	207
g136	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	62323;63208;63517;64045	62799;63327;63760;64319	+;+;+;+	1116	4589	2361	3781	7027	4383	7418
g137	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	67772;67772;68395;68395;68812;68812;68944	68252;68252;68692;68692;68862;69112;69112	-;-;-;-;-;-;-	1080	496	670	574	1246	808	1178
g138	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	69569;69569;69761;69761;70290;70290;70490	69615;69615;69830;69830;70343;70859;70552	-;-;-;-;-;-;-	687	107	133	105	224	225	222
g139	contig_120_pilon;contig_120_pilon	72964;73592	72982;73773	-;-	201	102	402	354	156	310	456
g140	contig_120_pilon;contig_120_pilon;contig_120_pilon	75872;76479;77435	76331;76837;77752	-;-;-	1137	420	499	740	745	875	767
g141	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	80580;81273;81809;82315;82643	81062;81440;82165;82487;82895	+;+;+;+;+	1434	529	686	617	172	256	283
g142	contig_120_pilon;contig_120_pilon;contig_120_pilon	84641;84885;85510	84692;85173;85918	-;-;-	750	2194	520	578	1492	1985	4783
g143	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	89491;89739;89941;89941;90335;90335;90640;90640;91008;91008;91394;91394	89508;89813;90106;90106;90489;90489;90813;90813;91169;91169;91669;91669	-;-;-;-;-;-;-;-;-;-;-;-	1026	303	282	195	387	226	497
g144	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	95684;96674;97280;97641;98000;98509;98940;99467;99892;100264;100504;100940;101539;101934;102503;103010;103868;104172;104581;105302	95750;96909;97455;97824;98090;98672;99029;99628;99953;100351;100664;101180;101685;102332;102736;103725;103952;104367;104933;105580	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4131	601	658	613	699	317	663
g145	contig_120_pilon	107427	107822	+	396	0	8	0	0	0	0
g146	contig_120_pilon	107912	108406	+	495	0	10	0	0	0	0
g147	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	120527;120766;121311;121477;122165;122503;123154	120616;120916;121369;121540;122339;122628;123274	+;+;+;+;+;+;+	786	0	0	0	0	0	0
g148	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	132237;132237;132926;132926;133524;133524;133816;133816;134144;134144;134400;134400;134651	132476;132476;133156;133156;133598;133598;134031;134031;134233;134233;134566;134762;134762	+;+;+;+;+;+;+;+;+;+;+;+;+	1215	101	129	129	43	75	100
g149	contig_120_pilon;contig_120_pilon	135843;136393	135986;136686	-;-	438	549	463	495	190	303	177
g150	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	139662;140120;140497;140786;141065	139814;140380;140601;140916;141104	-;-;-;-;-	690	431	678	755	343	258	523
g151	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	172961;173439;173771;174033;174473	173066;173547;173849;174149;174610	+;+;+;+;+	549	678	1043	1025	820	405	816
g152	contig_120_pilon	182260	183036	+	777	544	1062	804	114	250	267
g153	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	202807;203316;204578;204960;205348;205613;205803;206079;206697;207516;207841;208522;208785;208997;209233;209636	202897;203515;204643;205027;205450;205696;205919;206432;207323;207632;208343;208621;208844;209089;209352;209962	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3030	249	476	391	118	39	136
g154	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	211386;211619;212212;212528;212785	211445;211681;212280;212586;212830	-;-;-;-;-	297	204	198	225	182	71	255
g155	contig_120_pilon;contig_120_pilon	212992;213498	213060;213731	-;-	303	98	117	111	69	35	97
g156	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	214752;214752;215680;215680;216052;216097;216553;216553;217166;217166;217364;217364	215402;215402;215890;215890;216358;216358;216945;216945;217243;217243;217604;217604	+;+;+;+;+;+;+;+;+;+;+;+	1881	1749	2261	2229	793	776	1335
g157	contig_120_pilon	221837	222211	-	375	0	0	0	0	0	0
g158	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	223135;223509;223814;224020	223253;223596;223878;224308	-;-;-;-	561	914	977	930	483	477	900
g159	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	226944;226944;227617;227617;228088;228088;228536;228536;229086;229086;229481;229481;229767;229767;230499;230499;230803;230803;231272;231615;231615;232201;232201;232773;232773	227397;227397;227732;227732;228190;228190;228667;228667;229222;229222;229603;229603;229959;229959;230704;230704;231037;231037;231340;231772;231772;232371;232371;232979;232979	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2304	488	1431	1102	469	201	449
g160	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	247175;247604;247608;249019;249019;249451;249451;250112;250112;250839;250839;251531;251531;252077;252077	247193;248151;248151;249200;249200;250011;250011;250592;250592;251124;251124;251563;251563;252235;252235	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2269	880	1014	976	839	321	954
g161	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	254654;255216;255802;256028;256210;256603;256971;257228;257440;257806;258162;258425;258644;258871;259477	254801;255529;255903;256075;256280;256721;257066;257337;257520;257906;258270;258530;258729;258996;259614	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1755	485	275	385	391	155	516
g162	contig_120_pilon	275730	276452	+	723	378	255	253	105	34	169
g163	contig_120_pilon;contig_120_pilon	276484;277281	276825;277724	+;+	786	491	244	298	154	53	173
g164	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	279394;279613;279924;280387	279446;279696;279960;280755	-;-;-;-	543	49	100	59	29	13	51
g165	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	280988;282006;282300;282740;283061;283317;283649;283913	281226;282073;282419;282813;283106;283418;283760;284051	+;+;+;+;+;+;+;+	900	161	165	157	366	211	268
g166	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	284620;284620;285406;285406	284969;284957;285562;285562	-;-;-;-	507	351	798	811	198	213	434
g167	contig_120_pilon	285757	286113	+	357	6	7	11	24	12	14
g168	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	286703;287669;288326;288927	287132;288050;288575;289109	+;+;+;+	1245	186	432	419	208	155	345
g169	contig_120_pilon;contig_120_pilon;contig_120_pilon	290084;290607;291363	290396;290919;291534	-;-;-	798	0	0	0	0	0	0
g170	contig_120_pilon	293301	293564	+	264	0	0	0	0	0	0
g171	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	296343;296343;297353;297353;297480	297008;297008;297598;297392;297598	+;+;+;+;+	912	241	352	354	139	77	422
g172	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	298205;298861;299126;299496;299667;299985;300856;301140;301346;301595;301893;302197;302499;302758;303119;303396	298564;298953;299206;299556;299728;300613;300939;301232;301397;301661;301951;302310;302648;303024;303188;303544	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2391	623	937	952	463	268	619
g173	contig_120_pilon	309717	309989	+	273	40	59	56	45	8	47
g174	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	318499;318499;319514;319514;319861;319861;320329;320329;320628;320628;320906;320909;321289;321289;321462;321462;321796;321796;322021;322021;322319;322319;322682;322682;323071;323071	318657;318657;319672;319672;319972;319972;320448;320448;320779;320779;321112;321112;321323;321323;321618;321618;321849;321849;322113;322113;322461;322461;322836;322836;323198;323198	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1674	1771	3800	4888	1690	906	1910
g175	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	324004;324553;325038;325460;325678;325924;326283	324348;324658;325233;325528;325804;326159;327375	-;-;-;-;-;-;-	2172	9	330	276	31	26	27
g176	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	329102;329316;329871;330133;330331	329176;329472;329950;330188;330334	-;-;-;-;-	372	3002	3080	3267	4971	4894	3762
g177	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	332010;332792;332939;333119;333119;333567;333567;334004;334004;334389;334389	332156;332874;332979;333226;333226;333667;333667;334134;334134;334508;334508	+;+;+;+;+;+;+;+;+;+;+	731	6	32	13	293	99	209
g178	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	336207;336500;336935;337861	336340;336821;337396;338430	-;-;-;-	1488	1602	128	211	1842	2104	1946
g179	contig_120_pilon	339089	339397	+	309	0	0	0	0	1	4
g180	contig_120_pilon	367151	367372	-	222	0	0	0	0	0	0
g181	contig_120_pilon	367594	367812	-	219	0	0	0	0	0	0
g182	contig_120_pilon;contig_120_pilon	397958;398500	398091;398704	-;-	339	65	178	136	504	326	1112
g183	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	411289;411461;411711;412728	411321;411550;411957;412786	-;-;-;-	429	115	303	344	485	452	265
g184	contig_120_pilon	413118	414029	+	912	10	26	42	208	330	132
g185	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	421555;422546;423377;423377;423784;423784;424452;424452	421790;422604;423623;423623;423873;423873;424484;424484	+;+;+;+;+;+;+;+	665	236	197	391	620	323	271
g186	contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon;contig_120_pilon	425197;425438;426068;426314;426826;427058;427481;427732;428221;428643;429073;429513;430121;430414	425286;425623;426166;426545;426906;427305;427597;427866;428307;428849;429316;429699;430214;430701	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2295	2	2	1	16	22	26
